cfg,a_sharpe,a_calmar,a_cagr,a_dd,a_in,b_sharpe,b_calmar,b_cagr,b_dd,b_in
up= 20 down=  5 vWin=10 vEntry=120 vExit= 80,0.24398222193855973,0.07829812609442635,2.5097629636173124,-32.05393396759683,14.065934065934066,0.26636497792207536,0.08444184731086532,3.115170761227559,-36.89131467907528,10.630291627469427
up= 20 down=  5 vWin=10 vEntry=120 vExit=100,0.3665712205696683,0.13933989031600932,4.60140082168512,-33.022853766065055,15.64835164835165,0.11339726188128695,0.009766587280257913,0.421606053045509,-43.168206144815755,11.618062088428974
up= 20 down=  5 vWin=10 vEntry=120 vExit=120,0.2712985519962829,0.09421897467891788,3.1113794228105007,-33.022853766065154,15.692307692307692,0.314594374111147,0.12181413349424945,4.297765157015521,-35.281334223983194,12.652869238005646
up= 20 down=  5 vWin=10 vEntry=120 vExit=150,0.2748450600808827,0.09600676625079244,3.1704174024527187,-33.02285376606516,15.736263736263737,0.314594374111147,0.12181413349424945,4.297765157015521,-35.281334223983194,12.652869238005646
up= 20 down=  5 vWin=15 vEntry=off vExit= 60,0.24589082543438404,0.08403971085303556,2.1993837404947314,-26.170767583207223,11.252747252747252,0.04061849334595279,-0.008585140413132818,-0.24864950058101076,-28.96277621745684,6.161806208842897
up= 20 down=  5 vWin=15 vEntry=off vExit= 70,0.2822416076371463,0.08824877116185294,2.8287202835435954,-32.053933967596805,12.395604395604396,0.03636722375510209,-0.016167868621771317,-0.5225417505761443,-32.319767237129845,8.842897460018815
up= 20 down=  5 vWin=15 vEntry=off vExit= 80,0.4376582136916807,0.16042291395740552,5.142185490880147,-32.05393396759685,13.758241758241757,0.06881442568042738,-0.005177114434251969,-0.16937584684839635,-32.71626482269735,10.112888052681091
up= 20 down=  5 vWin=15 vEntry=off vExit=100,0.37858125421030303,0.14535106579078239,4.799906990350711,-33.022853766065076,15.692307692307692,0.2645731908085513,0.09522397641938359,3.115372830006846,-32.716264822697404,11.100658513640639
up= 20 down=  5 vWin=15 vEntry=off vExit=120,0.37858125421030303,0.14535106579078239,4.799906990350711,-33.022853766065076,15.692307692307692,0.12562708485959295,0.014439159378015771,0.6233126085880336,-43.1682061448157,12.041392285983067
up= 20 down=  5 vWin=15 vEntry=off vExit=150,0.28096071705330417,0.1070319314616709,3.534499820958259,-33.02285376606508,16.087912087912088,0.12562708485959295,0.014439159378015771,0.6233126085880336,-43.1682061448157,12.041392285983067
up= 20 down=  5 vWin=15 vEntry= 90 vExit=off,0.388302745062272,0.1516329391179692,4.860432217800015,-32.05393396759683,15.076923076923077,0.0950466815940461,0.00877362541194668,0.28790855798408455,-32.81523252543372,9.642521166509878
up= 20 down=  5 vWin=15 vEntry= 90 vExit= 60,0.18226730257855234,0.05483842263783368,1.4351636134844359,-26.170767583207244,11.032967032967033,-0.03456561857802683,-0.031069723448929047,-1.007259249276704,-32.419318148498796,5.597365945437441
up= 20 down=  5 vWin=15 vEntry= 90 vExit= 70,0.22482444730306894,0.06426026039040644,2.0597941432946687,-32.05393396759687,12.175824175824177,0.013026372027755752,-0.021967672705592446,-0.7121769704246939,-32.41931814849875,8.043273753527751
up= 20 down=  5 vWin=15 vEntry= 90 vExit= 80,0.41899052725758595,0.15019481008161978,4.81433452463198,-32.053933967596784,13.494505494505493,0.08310010748336234,0.004157924388981855,0.1364432556476114,-32.8152325254337,9.266227657572907
up= 20 down=  5 vWin=15 vEntry= 90 vExit=100,0.388302745062272,0.1516329391179692,4.860432217800015,-32.05393396759683,15.076923076923077,0.0950466815940461,0.00877362541194668,0.28790855798408455,-32.81523252543372,9.642521166509878
up= 20 down=  5 vWin=15 vEntry= 90 vExit=120,0.388302745062272,0.1516329391179692,4.860432217800015,-32.05393396759683,15.076923076923077,0.0950466815940461,0.00877362541194668,0.28790855798408455,-32.81523252543372,9.642521166509878
up= 20 down=  5 vWin=15 vEntry= 90 vExit=150,0.388302745062272,0.1516329391179692,4.860432217800015,-32.05393396759683,15.076923076923077,0.0950466815940461,0.00877362541194668,0.28790855798408455,-32.81523252543372,9.642521166509878
